train/policy_objective,train/value_loss,rollout/ep_len_mean,time/fps,train/explained_variance,train/is_line_search_success,train/learning_rate,time/total_timesteps,train/std,time/time_elapsed,train/kl_divergence_loss,rollout/ep_rew_mean,train/n_updates
0.058830343186855316,7865580100.0,24.16,1972,-5.960464477539062e-07,1.0,0.0013,10000,0.9973366856575012,5,0.005594149231910706,-181915.10508789998,1
0.03217552229762077,6401960133.6,25.94,2078,0.0,1.0,0.0013,20000,0.9925989508628845,9,0.004744624253362417,-171599.42660371997,2
0.04150672256946564,6212890400.0,23.14,2113,0.0,1.0,0.0013,30000,0.990787923336029,14,0.006312498822808266,-154095.69434998004,3
0.047317955642938614,5698516533.6,23.53,2130,0.0,1.0,0.0013,40000,0.9849138259887695,18,0.005769114941358566,-146159.16711003002,4
0.04291141778230667,5185144559.2,22.13,2026,0.0,1.0,0.0013,50000,0.9591336846351624,24,0.006310698110610247,-134650.94182868997,6
0.04173557832837105,4972271099.6,25.27,2047,1.7881393432617188e-07,1.0,0.0013,60000,0.9389013648033142,29,0.005501967389136553,-127627.92267941,7
0.040159329771995544,4723503030.4,22.69,2063,-1.1920928955078125e-07,1.0,0.0013,70000,0.9398512244224548,33,0.005250831600278616,-115128.23723062,8
0.04975161701440811,4558001739.6,28.71,2075,5.960464477539063e-08,1.0,0.0013,80000,0.9278087615966797,38,0.005803265608847141,-135266.28467234998,9
0.037918150424957275,4294554289.2,26.0,2086,5.960464477539063e-08,1.0,0.0013,90000,0.9141917824745178,43,0.0067704468965530396,-122968.01867218001,10
0.04823232814669609,4011789112.0,29.84,2035,0.0,1.0,0.0013,100000,0.891112208366394,49,0.0067995102144777775,-123545.08465943999,12
0.05492556467652321,3746530910.0,35.82,2026,0.0,1.0,0.0013,110000,0.889428436756134,54,0.007486001588404179,-107753.20756649997,13
0.0474652424454689,3257015022.8,44.51,2035,0.0,1.0,0.0013,120000,0.8756029605865479,58,0.006924596149474382,-85220.94200883,14
0.05026406794786453,2794656355.2,42.32,2042,0.0,1.0,0.0013,130000,0.8680306673049927,63,0.006556395906955004,-50677.27817134,15
0.04158877581357956,2477416726.2,40.32,2014,0.0,1.0,0.0013,140000,0.8586280345916748,69,0.007182864472270012,-45492.18716825,17
0.04740586131811142,2200661189.2,43.3,2025,0.0,1.0,0.0013,150000,0.8523422479629517,74,0.007723216433078051,-26651.96171442,18
0.03723151609301567,1935416427.4,36.97,2032,0.0,1.0,0.0013,160000,0.8573517799377441,78,0.008630909956991673,7541.9419303700015,19
0.04636422172188759,1907067719.2,34.34,2026,0.0,1.0,0.0013,170000,0.8432961106300354,83,0.008088868111371994,34229.24509016,20
0.047320298850536346,2130337247.0,36.41,2011,0.0,1.0,0.0013,180000,0.8385889530181885,89,0.007104263640940189,48190.008952079996,21
0.05269067734479904,2069693330.8,29.9,1977,-1.1920928955078125e-07,1.0,0.0013,190000,0.8325955867767334,96,0.008247759193181992,57216.354069149995,23
0.031557902693748474,2490981997.8,28.43,1969,0.0,1.0,0.0013,200000,0.8319955468177795,101,0.00790650025010109,70558.43636716,24
0.045592427253723145,2382504606.6,29.55,1968,0.0,1.0,0.0013,210000,0.8210356831550598,106,0.007299454882740974,62829.31054623,25
0.04009589925408363,2983944228.6,26.53,1969,-1.1920928955078125e-07,1.0,0.0013,220000,0.821341872215271,111,0.008122019469738007,78713.11353146,26
0.0422404520213604,2918394902.8,25.71,1945,-1.1920928955078125e-07,1.0,0.0013,230000,0.811382532119751,118,0.009003547951579094,82830.31040762,28
0.04101899638772011,2923564980.4,22.93,1926,0.0,1.0,0.0013,240000,0.8040149807929993,124,0.007255241274833679,98763.92590936,29
0.04174574464559555,3342522323.2,22.94,1907,0.0,1.0,0.0013,250000,0.7940766215324402,131,0.008591169491410255,101732.19603701,30
0.039555780589580536,3578963549.6,23.03,1897,0.0,1.0,0.0013,260000,0.790838360786438,136,0.00842495821416378,101389.28249472,31
0.03653383255004883,3523570792.4,22.37,1891,0.0,1.0,0.0013,270000,0.7840766310691833,142,0.007807276211678982,106546.90929726,32
0.048729900270700455,3950003045.6,20.09,1856,0.0,1.0,0.0013,280000,0.774550199508667,150,0.008077169768512249,109950.98953487001,34
0.037017859518527985,4017972924.0,19.59,1840,0.0,1.0,0.0013,290000,0.7722718715667725,157,0.0089038647711277,111894.17819593,35
0.03344659507274628,4282482873.6,18.56,1830,-1.1920928955078125e-07,1.0,0.0013,300000,0.7670212984085083,163,0.009289990179240704,111722.54104813,36
0.04271433502435684,4463343928.4,18.66,1820,5.960464477539063e-08,1.0,0.0013,310000,0.7617869973182678,170,0.009238634258508682,115961.94439766002,37
0.033703505992889404,4780699964.8,18.5,1800,1.1920928955078125e-07,1.0,0.0013,320000,0.7543737292289734,177,0.009926561266183853,113145.13325801998,39
0.03842168301343918,4807294693.6,17.23,1795,0.0,1.0,0.0013,330000,0.7419353723526001,183,0.007727366406470537,117119.6445225,40
0.046857427805662155,4952162832.8,18.03,1785,0.0,1.0,0.0013,340000,0.7351253032684326,190,0.008866156451404095,119092.42461772001,41
0.038682807236909866,5075894648.0,17.47,1780,-1.1920928955078125e-07,1.0,0.0013,350000,0.7337758541107178,196,0.009036596864461899,119900.36042720001,42
0.040529750287532806,5015369364.0,16.87,1773,0.0,1.0,0.0013,360000,0.7259851098060608,203,0.009041430428624153,121457.87223914001,43
