rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/episodes,train/critic_loss,train/learning_rate,train/ent_coef,train/actor_loss,train/ent_coef_loss,train/n_updates,time/fps,rollout/ep_rew_mean
105.51898734177215,10000,58,79,5636.58984375,0.0003,1.4879653453826904,343707.40625,-2.2816104888916016,2474,170,-3728062.4972423166
3.0,20000,119,2728,28444.259765625,0.0003,4.4339728355407715,446303.4375,-82.48001861572266,4974,166,-118545.25864249999
3.0,30000,180,6062,9284.11328125,0.0003,9.480052947998047,199055.0,-102.35072326660156,7474,165,-118546.08632151
3.0,40000,241,9395,4002.91650390625,0.0003,17.65799903869629,231897.9375,-81.92691040039062,9974,165,-118548.56276035
12.97,50000,302,11434,7818.8818359375,0.0003,31.92215347290039,279873.84375,-51.78602600097656,12474,165,-519130.56362592994
3.0,60000,363,13895,5808.47802734375,0.0003,58.58456802368164,434417.875,-46.737552642822266,14974,164,-118561.28319279003
3.0,70000,424,15075,5198.9013671875,0.0003,106.44052124023438,545092.5625,-26.674240112304688,17474,164,-118568.7825328
82.76,80000,486,15268,6362.89111328125,0.0003,176.60874938964844,794833.375,-16.316991806030273,19974,164,-3316328.3978664004
142.58,90000,547,15319,6251.4931640625,0.0003,229.4733123779297,1041979.625,-2.170882225036621,22474,164,-5704886.574051602
112.67,100000,608,15425,7393.82177734375,0.0003,226.32386779785156,1368484.75,0.44189655780792236,24974,164,-4494717.29693729
72.79,110000,669,15530,5618.5693359375,0.0003,205.8848876953125,1484985.0,-3.1899096965789795,27474,164,-2901932.6969510894
60.63,120000,731,15664,7060.712890625,0.0003,198.95684814453125,1650094.0,-4.533447742462158,29974,164,-2280681.01483232
13.01,130000,792,16300,11734.4150390625,0.0003,204.7917022705078,1887455.125,-1.088512659072876,32474,164,-421351.27139484993
13.17,140000,853,16903,13800.5673828125,0.0003,219.277587890625,1915571.625,2.068071126937866,34974,163,-474065.40234162
14.65,150000,915,17407,15588.8369140625,0.0003,225.21051025390625,2053126.75,-6.0142598152160645,37474,163,-495095.51234415994
34.32,160000,976,17859,17136.94921875,0.0003,244.34808349609375,2131827.0,-2.548053741455078,39974,163,-1271881.9698040602
14.32,170000,1037,18338,21668.623046875,0.0003,269.945556640625,2231303.0,-2.2033348083496094,42474,163,-485016.72685971996
30.53,180000,1098,18657,30361.595703125,0.0003,276.4847412109375,2277340.75,-2.6185035705566406,44974,163,-1062803.3675500103
17.79,190000,1160,18941,44227.8671875,0.0003,296.95062255859375,2529843.25,-0.19833609461784363,47474,163,-609043.61967148
72.72,200000,1221,19096,39991.1171875,0.0003,306.94464111328125,2918899.0,-2.574552059173584,49974,163,-2735853.1047157394
70.93,210000,1282,19214,55129.91796875,0.0003,274.67083740234375,2965598.5,-8.862723350524902,52474,163,-2675498.2989400695
173.32,220000,1343,19238,50976.01171875,0.0003,264.8181457519531,2980069.5,-1.1517016887664795,54974,163,-6758139.248818882
235.08,230000,1405,19297,55454.44140625,0.0003,272.173583984375,3509560.0,0.10954457521438599,57474,163,-9166868.00452138
263.65,240000,1466,19324,58790.71875,0.0003,292.54022216796875,3471664.0,2.5620927810668945,59974,163,-10322356.142011961
271.71,250000,1528,19345,65198.17578125,0.0003,334.5462646484375,3545344.25,3.9773919582366943,62474,163,-10620407.94102826
219.8,260000,1591,19421,51637.8515625,0.0003,296.9640808105469,3565698.0,4.2101593017578125,64974,163,-8537761.506112121
79.26,270000,1653,19523,61469.98828125,0.0003,349.1033935546875,3984689.0,2.9545834064483643,67474,163,-2937875.126592
83.58,280000,1715,19639,74759.6015625,0.0003,317.5968322753906,4027945.5,0.7918238043785095,69974,163,-3001157.06396284
110.14,290000,1778,19718,55721.67578125,0.0003,365.1349792480469,4419737.5,0.07738029956817627,72474,163,-3815200.39749835
190.42,300000,1841,19727,62903.28515625,0.0003,417.9926452636719,4337635.0,-4.7552642822265625,74974,162,-6957193.354465011
294.06,310000,1903,19740,84975.3515625,0.0003,501.2643127441406,4380735.5,2.016697883605957,77474,162,-11132683.72114148
355.69,320000,1966,19759,55743.59765625,0.0003,487.52081298828125,4578613.5,-3.2702033519744873,79974,162,-13687794.331675641
450.0,330000,2029,19771,72339.1484375,0.0003,461.3982849121094,4435148.5,-1.9505033493041992,82474,162,-17505620.936888948
533.75,340000,2091,19795,64873.48828125,0.0003,449.26336669921875,4277859.5,1.0458886623382568,84974,162,-21021946.297699638
610.35,350000,2154,19808,65846.0,0.0003,438.071533203125,4577063.0,2.699922561645508,87474,162,-24225073.27950106
651.26,360000,2217,19822,75781.21875,0.0003,407.63323974609375,4366416.0,2.239102840423584,89974,162,-25996244.53290359
571.47,370000,2280,19842,77851.9609375,0.0003,380.47955322265625,4054060.5,0.22816264629364014,92474,162,-22866447.004315533
571.39,380000,2343,19862,63138.4609375,0.0003,347.9085693359375,4185924.25,-0.7957948446273804,94974,162,-22869891.60560999
541.46,390000,2406,19882,75300.0859375,0.0003,296.7641906738281,4331858.0,3.651353359222412,97474,162,-21669917.900537763
421.76,400000,2468,19919,67355.5703125,0.0003,263.7131652832031,3960231.5,2.1766304969787598,99974,162,-16878599.13750961
361.94,410000,2531,19946,70999.5546875,0.0003,214.38011169433594,4001010.5,-1.509943962097168,102474,161,-14475155.837547857
310.01,420000,2594,19980,75021.9765625,0.0003,159.51611328125,4015153.5,-5.999029159545898,104974,161,-12288840.33934382
369.85,430000,2657,19993,68897.5234375,0.0003,172.28208923339844,4017264.5,1.497349739074707,107474,161,-14602893.561693024
439.68,440000,2720,20007,74950.3203125,0.0003,228.4446563720703,3864574.0,-2.851123332977295,109974,161,-17385003.5075197
499.51,450000,2783,20018,92362.7421875,0.0003,262.28778076171875,3825281.5,5.044559478759766,112474,161,-19770172.75057249
569.31,460000,2846,20029,87590.3359375,0.0003,236.1835174560547,3956521.0,0.8062691688537598,114974,161,-22559975.934566587
639.09,470000,2909,20039,94295.0703125,0.0003,182.11415100097656,3889740.0,1.2647875547409058,117474,161,-25342565.222915042
699.0,480000,2972,20050,85413.6328125,0.0003,153.17942810058594,3646398.5,-1.856623649597168,119974,161,-27718511.960410036
758.81,490000,3035,20060,98002.96875,0.0003,112.07546997070312,3549811.75,-6.363119125366211,122474,161,-29988197.197184183
779.34,500000,3098,20084,89741.25,0.0003,105.31001281738281,3798603.0,-5.995336532592773,124974,161,-30794450.119377088
60.5,510000,3160,20198,73889.7421875,0.0003,114.1417465209961,3745303.25,-2.50978422164917,127474,161,-1986184.1703644202
165.63,520000,3223,20213,75166.453125,0.0003,163.44094848632812,3817832.5,-1.0358357429504395,129974,161,-6130202.406972191
253.04,530000,3286,20232,81149.046875,0.0003,151.17259216308594,3682556.0,5.204080581665039,132474,161,-9638796.27353972
357.41,540000,3349,20244,89022.0625,0.0003,169.70033264160156,3436828.25,-2.496342182159424,134974,161,-13752998.681380536
436.06,550000,3413,20256,64931.83203125,0.0003,220.06475830078125,3520832.25,-2.1090409755706787,137474,161,-16915434.56314779
538.32,560000,3476,20270,58632.203125,0.0003,223.3872833251953,3492591.5,-1.190384864807129,139974,161,-21016818.00465941
624.53,570000,3539,20280,57271.79296875,0.0003,199.8032684326172,3486527.5,15.0068941116333,142474,161,-24472809.760937992
713.48,580000,3602,20297,68193.6796875,0.0003,172.91639709472656,3193042.75,-0.7231722474098206,144974,160,-28024812.755302254
713.21,590000,3665,20311,74989.6796875,0.0003,152.7570343017578,3260320.5,0.5838713645935059,147474,160,-27861631.643457994
749.47,600000,3728,20325,82109.890625,0.0003,171.56329345703125,3255782.5,-5.3432936668396,149974,160,-28820323.65011426
746.19,610000,3791,20338,89407.0234375,0.0003,197.64393615722656,3244626.75,-3.542388916015625,152474,160,-28495200.793413866
761.53,620000,3854,20349,93698.3515625,0.0003,232.36666870117188,3465589.25,1.9773494005203247,154974,160,-28740787.955653433
675.3,630000,3917,20371,86710.6796875,0.0003,253.11416625976562,3353140.5,-1.8624284267425537,157474,160,-24845618.461821243
646.04,640000,3979,20387,91277.3671875,0.0003,260.75555419921875,3351347.5,1.738586187362671,159974,160,-23611312.66799376
630.02,650000,4042,20407,94769.3046875,0.0003,274.1070556640625,3345889.25,-1.5911955833435059,162474,160,-22767212.260998193
600.87,660000,4105,20425,93484.203125,0.0003,291.31109619140625,3423462.25,1.4117822647094727,164974,160,-22009471.962389432
556.08,670000,4168,20443,100753.3125,0.0003,292.4986572265625,3259690.25,-1.3973766565322876,167474,160,-20419641.262112472
574.5,680000,4231,20456,94099.359375,0.0003,310.0189208984375,3219640.75,-0.1224207878112793,169974,160,-21285658.259249978
448.18,690000,4294,20499,95224.203125,0.0003,321.9830627441406,3001278.5,-2.95711088180542,172474,160,-16673129.743720679
103.53,700000,4357,20595,99468.4453125,0.0003,349.6623229980469,3036397.0,-1.4127109050750732,174974,160,-3812587.6408215
82.13,710000,4420,20701,102564.640625,0.0003,361.3873291015625,2797873.75,-3.420079231262207,177474,160,-3023332.7830791306
117.44,720000,4483,20804,106080.9609375,0.0003,406.7467041015625,2654147.25,-0.8269410133361816,179974,160,-4018415.22332309
23.56,730000,4546,21095,116445.734375,0.0003,512.01953125,2306089.0,-3.6422269344329834,182474,160,-619112.0749665399
17.43,740000,4609,21542,123750.6796875,0.0003,656.0997924804688,1928444.875,-4.382025718688965,184974,160,-471699.98460298
14.5,750000,4671,22217,145109.40625,0.0003,804.44580078125,1517088.75,-0.7784844040870667,187474,160,-366466.6911150899
22.85,760000,4734,22711,156494.859375,0.0003,771.4711303710938,1137164.25,-2.890159845352173,189974,160,-754472.6355705699
26.58,770000,4797,22935,161747.4375,0.0003,571.1309814453125,978786.6875,-2.611128807067871,192474,160,-986809.0965935099
4.89,780000,4860,23860,168916.375,0.0003,387.9468688964844,1087024.25,0.3209264278411865,194974,160,-146141.80565403998
24.58,790000,4922,24861,176315.59375,0.0003,359.652587890625,1203479.5,-0.9515734910964966,197474,160,-909446.9631739198
3.46,800000,4985,25913,190351.5625,0.0003,305.8382263183594,1243576.5,4.924990653991699,199974,160,-125562.23299911001
7.14,810000,5048,27218,205107.890625,0.0003,223.8916778564453,1382471.0,4.440830230712891,202474,160,-205280.85958659
36.59,820000,5110,27837,209896.359375,0.0003,151.99310302734375,1506485.75,5.849864482879639,204974,160,-1365470.1599893002
13.17,830000,5172,28185,211497.75,0.0003,136.92935180664062,1737654.0,7.019340515136719,207474,160,-517723.90745257
3.0,840000,5235,30925,194009.953125,0.0003,99.7769546508789,1868508.75,3.179377555847168,209974,160,-118557.11410525999
3.0,850000,5298,34195,179919.9375,0.0003,106.93077087402344,1951833.5,-3.420149326324463,212474,160,-118564.64105152
3.71,860000,5361,35799,168405.546875,0.0003,114.78705596923828,2060252.75,-2.9472436904907227,214974,160,-132411.04031066
105.94,870000,5423,35869,162395.4375,0.0003,101.90335845947266,2241013.25,0.6032631397247314,217474,160,-4143864.7111119395
206.48,880000,5486,35888,147124.03125,0.0003,110.58872985839844,2390147.0,2.6134486198425293,219974,160,-7574028.73982542
117.07,890000,5548,35984,127185.4453125,0.0003,135.60679626464844,2422900.75,-2.8690614700317383,222474,160,-3199588.12505337
27.36,900000,5611,36314,111887.2421875,0.0003,190.8128662109375,2445655.0,-3.8105711936950684,224974,160,-817447.7285598699
55.58,910000,5673,36502,102846.0234375,0.0003,237.27598571777344,2357269.25,-0.3382608890533447,227474,160,-1911923.55511294
114.96,920000,5735,36556,89126.171875,0.0003,299.8331298828125,2288131.75,1.022740364074707,229974,160,-4192997.7035861397
201.3,930000,5798,36574,88999.8515625,0.0003,304.656494140625,2113088.0,-0.7699731588363647,232474,160,-7652542.505663002
286.36,940000,5860,36604,96843.8671875,0.0003,297.6817321777344,2081155.75,-2.2400317192077637,234974,160,-11044915.80636894
17.45,950000,5923,36798,103306.328125,0.0003,286.53692626953125,2034364.5,-5.18673038482666,237474,160,-520009.61633366
36.18,960000,5985,37377,104287.140625,0.0003,286.4422607421875,2096700.0,3.108377456665039,239974,160,-1289578.8214086401
131.18,970000,6047,37446,114513.8671875,0.0003,337.9996337890625,2003941.25,1.9537992477416992,242474,160,-4947404.069117969
45.75,980000,6109,37558,120456.265625,0.0003,396.3729553222656,2008567.25,2.680311441421509,244974,160,-1740191.8759897596
62.45,990000,6171,37860,107415.4453125,0.0003,432.95587158203125,1958539.25,-1.6847903728485107,247474,160,-2398151.97235728
28.25,1000000,6233,38092,97612.6015625,0.0003,403.5415344238281,1924811.5,2.5896172523498535,249974,160,-1058920.21493651
